Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
24694092,Laurus,Eugene Vodolazkin,"Vodolazkin, Eugene","Evgenij Vodolazkin, Lisa Hayden","=""1780747551""","=""9781780747552""",5,4.22,Oneworld Publications,Hardcover,365,2015,2012,2020/03/02,2019/03/19,,,read,,,,1,0
267095,Strangers to the City: Reflections on the Beliefs and Values of the Rule of St. Benedict,Michael Casey,"Casey, Michael",,"=""1557254605""","=""9781557254603""",0,4.28,Paraclete Press,Paperback,212,2005,2005,,2020/02/09,to-read,to-read (#7),to-read,,,,0,0
765395,Roald Dahl's Book of Ghost Stories,Roald Dahl,"Dahl, Roald",,"=""0374518688""","=""9780374518684""",0,3.64,"Farrar, Straus and Giroux",Paperback,235,1984,1983,2020/02/06,2020/01/03,,,read,,,,1,0
385690,A Primer of Ecclesiastical Latin,John F.  Collins,"Collins, John F.",,"=""0813206677""","=""9780813206677""",0,4.19,The Catholic University of America Press,Paperback,451,2022,1985,,2020/01/04,currently-reading,currently-reading (#1),currently-reading,,,,1,0
24674068,"The Noonday Devil: Acedia, the Unnamed Evil of Our Times",Jean-Charles Nault,"Nault, Jean-Charles","Michael J. Miller, Akvilė Melkūnaitė","=""158617939X""","=""9781586179397""",0,4.26,Ignatius Press,Paperback,208,2015,2015,2019/12/27,2018/11/09,,,read,,,,1,0
42922249,Knight of the Holy Ghost: A Short History of G. K. Chesterton,Dale Ahlquist,"Ahlquist, Dale",,"=""0999375644""","=""9780999375648""",0,4.49,Augustine Institute - Ignatius Press,Paperback,208,2018,,2019/09/05,2019/03/19,,,read,,,,1,0
2647775,Castleview,Gene Wolfe,"Wolfe, Gene",,"=""0312850085""","=""9780312850081""",0,3.32,Tor Books,Hardcover,400,1990,1990,2019/08/03,2019/07/23,,,read,,,,1,0
25225,The Samurai,Shūsaku Endō,"Endō, Shūsaku",Van C. Gessel,"=""0811213463""","=""9780811213462""",4,4.02,New Directions ,Paperback,272,1997,1980,2019/07/08,2018/10/30,,,read,,,,1,0
929587,"Tlön, Uqbar, Orbis Tertius",Jorge Luis Borges,"Borges, Jorge Luis",,"=""0889840725""","=""9780889840720""",0,4.33,Porcupine's Quill,Paperback,78,1982,1940,,2019/06/11,,,read,,,,1,0
2839777,The Life and Glories of St. Joseph,Edward Healy Thompson,"Thompson, Edward Healy",,"=""0895551616""","=""9780895551610""",0,4.17,TAN Books,Paperback,520,1980,1891,,2019/05/01,to-read,to-read (#6),to-read,,,,0,0
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0060652896""","=""9780060652890""",0,4.27,HarperCollins,Hardcover,209,2001,1942,2019/04/23,2019/03/19,,,read,,,,1,0
12444229,Rerum Novarum: Encyclical Letter - Rights and Duties of Capital and Labour (Vatican Documents),Pope Leo XIII,"XIII, Pope Leo",,"=""1860821537""","=""9781860821530""",5,4.36,Catholic Truth Society,Paperback,19,1983,1891,2019/03/19,2018/03/30,,,read,,,,1,0
7678949,Saint Thomas Aquinas: The Dumb Ox,G.K. Chesterton,"Chesterton, G.K.",,"=""1450516351""","=""9781450516358""",0,4.10,Createspace Independent Pub,Paperback,110,2010,1933,2019/03/13,2019/02/14,,,read,,,,1,0
18222775,The Name of the Rose,Umberto Eco,"Eco, Umberto",,"=""0544176561""","=""9780544176560""",0,4.14,HarperVia,Paperback,579,2014,1980,2019/02/06,2018/11/19,,,read,,,,1,0
1458575,Green Tea,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,"=""1425010377""","=""9781425010379""",3,3.27,Read How You Want ,Paperback,88,2006,1872,2018/11/09,2018/10/29,,,read,,,,1,0
31242,Bleak House,Charles Dickens,"Dickens, Charles","Nicola Bradbury, Hablot Knight Browne","=""0143037617""","=""9780143037613""",0,4.02,Penguin Books,Paperback,1017,2006,1853,,2018/10/30,to-read,to-read (#5),to-read,,,,0,0
40496146,A Bloody Habit,Eleanor Bourg Nicholson,"Nicholson, Eleanor Bourg",,"=""1621642062""","=""9781621642060""",3,4.10,Ignatius Press,Paperback,435,2018,2018,2018/10/29,2018/09/30,,,read,,,,1,0
26114341,"The Big Sheep (The Big Sheep, #1)",Robert Kroese,"Kroese, Robert",,"=""1250088445""","=""9781250088444""",0,3.67,Thomas Dunne Books,Hardcover,320,2016,2016,2018/09/05,2018/08/01,,,read,,,,1,0
12550,"Stiff Upper Lip, Jeeves (Jeeves, #13)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""184159105X""","=""9781841591056""",0,4.22,Everyman's Library,Hardcover,211,2002,1963,2018/08/17,2018/08/07,,,read,,,,1,0
248596,Something Wicked This Way Comes,Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",0,3.90,Harper Voyager,Mass Market Paperback,293,1998,1962,2018/08/07,2018/07/20,,,read,,,,1,0
35296862,Motherfoclóir: Dispatches from a Not So Dead Language,Darach Ó Séaghdha,"Séaghdha, Darach Ó",,"=""""","=""""",0,4.14,Head of Zeus,Kindle Edition,240,2017,2017,2018/08/01,2017/12/27,,,read,,,,1,0
37783442,"The Dream of the Iron Dragon (Saga of the Iron Dragon, #1)",Robert Kroese,"Kroese, Robert",,"=""""","=""""",0,4.13,,Kindle Edition,480,2018,2018,2018/07/15,2018/01/21,,,read,,,,1,0
62005,A Night in the Lonesome October,Roger Zelazny,"Zelazny, Roger",Gahan Wilson,"=""0380771411""","=""9780380771417""",3,4.16,Avon Books,Paperback,280,1994,1993,2017/11/25,2017/09/08,,,read,,,,1,0
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.","Jonathan Lethem, José Laurênio de Mello","=""0375757910""","=""9780375757914""",4,3.83,Modern Library,Paperback,182,2001,1908,,2013/02/17,,,read,,,,2,0
18184122,Analyzing Baseball Data with R (The R Series),Max Marchi,"Marchi, Max",Jim Albert,"=""1466570229""","=""9781466570221""",0,4.26,Routledge,Paperback,352,2013,2013,2017/09/08,2015/12/31,,,read,,,,1,0
845501,The Fifth Head of Cerberus,Gene Wolfe,"Wolfe, Gene",,"=""0312890206""","=""9780312890209""",5,3.99,Orb Trade,Paperback,252,1994,1972,2015/10/20,2015/12/29,re-read,re-read (#1),read,,,,2,0
429024,The Old Curiosity Shop,Charles Dickens,"Dickens, Charles","Norman Page, Golgotha Press","=""0140437428""","=""9780140437423""",0,3.79,Wordsworth Editions Ltd,Paperback,576,2001,1840,,2017/04/20,to-read,to-read (#4),to-read,,,,0,0
6845909,The Sorcerer's House,Gene Wolfe,"Wolfe, Gene",,"=""076532458X""","=""9780765324580""",3,3.74,Tor Books,Hardcover,302,2010,2010,2017/04/17,2017/03/30,,,read,"I finished this book and thought ""Meh"". A lot of stuff happens and then it ends. It was enjoyable, but there was seemingly not as much substance as other of Wolfe's novels.<br/><br/>Then I started listening to a podcast called Alzabo Soup where the hosts go through the book chapter by chapter, explaining the some of the intriguing inconsistencies and double meanings that I missed the first time through. Without spoilers, I will just say don't trust the narrator and read the book closely.<br/><br/>I rated it a bit lower because I don't think the surface-level story is as enjoyable as other Wolfe books. But I think a careful re-reading and discussion open up a lot that isn't immediately apparent and very intriguing.",,,1,0
24969677,City of Sand,Robert Kroese,"Kroese, Robert",,"=""""","=""""",3,4.11,,Unknown Binding,,2015,2015,2017/02/15,2017/02/08,,,read,,,,1,0
25200,Silence,Shūsaku Endō,"Endō, Shūsaku",William Johnston,"=""0800871863""","=""9780800871864""",4,4.09,Taplinger Publishing Company,Paperback,219,1980,1966,2017/02/04,2017/01/07,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",0,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2017/01/16,to-read,to-read (#2),to-read,,,,0,0
11851522,The Complete Works of H.P. Lovecraft,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",0,4.34,CthulhuChick.com,Kindle Edition,811,2011,1936,2015/10/01,2015/12/29,,,read,,,,1,0
271578,Endangered Species: Short Stories,Gene Wolfe,"Wolfe, Gene",,"=""0765310333""","=""9780765310330""",4,3.94,Orb Books,Paperback,512,2004,1989,2016/04/25,2015/12/31,,,read,,,,1,0
29522158,Iron Chamber of Memory,John C. Wright,"Wright, John C.",,"=""""","=""""",4,4.01,Castalia House,Kindle Edition,242,2016,2016,2016/04/08,2016/04/08,,,read,,,,1,0
2079415,Lord of the World,Robert Hugh Benson,"Benson, Robert Hugh",,"=""1406548421""","=""9781406548426""",5,4.09,Dodo Press,Paperback,296,2007,1907,2016/02/27,2016/01/03,,,read,,,,1,0
8104530,PIRATE FREEDOM,Gene Wolfe,"Wolfe, Gene",,"=""0765318792""","=""9780765318794""",0,3.69,Tor Trade,Paperback,320,2010,2007,2016/01/24,2015/12/31,,,read,,,,1,0
174873,St. Francis of Assisi,G.K. Chesterton,"Chesterton, G.K.",Joseph F. Girzone,"=""0385029004""","=""9780385029001""",5,3.94,Image,Paperback,176,1987,1923,2013/08/21,2013/07/21,,,read,,,,1,0
10034956,Three to Get Married,Fulton J. Sheen,"Sheen, Fulton J.",,"=""""","=""""",2,4.60,Scepter Publishers,Paperback,216,2005,1951,,2015/12/30,,,read,,,,1,0
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",5,3.84,Pocket,Paperback,262,1984,1980,2014/08/01,2015/12/29,,,read,,,,1,0
463376,"The Claw of the Conciliator (The Book of the New Sun, #2)",Gene Wolfe,"Wolfe, Gene",,"=""0671416162""","=""9780671416164""",4,4.00,Pocket,Paperback,303,1982,1981,2014/09/01,2015/12/29,,,read,,,,1,0
40995,"Sword & Citadel (The Book of the New Sun, #3-4)",Gene Wolfe,"Wolfe, Gene",,"=""0312890184""","=""9780312890186""",4,4.35,Orb Books,Paperback,411,1994,1994,2014/10/01,2015/12/29,,,read,,,,1,0
60215,"The Urth of the New Sun (The Book of the New Sun, #5)",Gene Wolfe,"Wolfe, Gene",,"=""0312863942""","=""9780312863944""",4,4.05,Orb Books,Paperback,372,1997,1987,2014/12/01,2015/12/29,,,read,,,,1,0
16141924,Dad Is Fat,Jim Gaffigan,"Gaffigan, Jim",,"=""0385349068""","=""9780385349062""",3,3.78,Crown Archetype,ebook,288,2013,2013,2014/12/30,2015/12/29,,,read,,,,1,0
340381,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Alan  Lee,"=""""","=""""",5,4.53,Houghton Mifflin Harcourt,Hardcover,1216,1991,1955,2015/12/29,2013/03/14,,,read,,,,1,0
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",4,3.98,Yearling Books,Paperback,211,1973,1962,2015/02/01,2015/12/29,,,read,,,,1,0
18130,"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440487617""","=""9780440487616""",3,3.99,Dell Laurel-Leaf,Mass Market Paperback,236,1976,1973,2015/02/10,2015/12/29,,,read,,,,1,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",3,3.72,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2015/05/01,2015/12/29,,,read,,,,1,0
2570856,"Monster Hunter International (Monster Hunter International, #1)",Larry Correia,"Correia, Larry",,"=""0741444569""","=""9780741444561""",2,4.06,Infinity Publishing,Paperback,557,2009,2009,2015/06/01,2015/12/29,,,read,,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",4,4.29,Modern Library,Paperback,279,2023,1813,2015/07/10,2015/12/29,,,read,,,,1,0
25850553,"Somewhither (The Unwithering Realm Omnibus, #1)",John C. Wright,"Wright, John C.",,"=""""","=""""",3,3.91,Castalia House,Kindle Edition,590,2015,2015,2015/11/20,2015/12/29,,,read,,,,1,0
30930,"Black Mischief, Scoop, The Loved One, The Ordeal of Gilbert Pinfold",Evelyn Waugh,"Waugh, Evelyn",,"=""1400040779""","=""9781400040773""",0,4.24,Everyman's Library,Hardcover,622,2003,2003,2013/07/21,2013/02/17,,,read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",5,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,2013/02/16,2013/02/16,,,read,,,,1,0
379457,"The Bad Catholic's Guide to Good Living: A Loving Look at the Lighter Side of Catholic Faith, with Recipes for Feasts and Fun",John Zmirak,"Zmirak, John",Denise Matychowiak,"=""0824523008""","=""9780824523008""",4,4.30,Crossroad Publishing,Paperback,240,2005,2005,,2013/02/17,,,read,,,,1,0
12985,The Tempest,William Shakespeare,"Shakespeare, William","Paul Werstine, David Lindley, Israel Gollancz, Barbara A. Mowat, Arthur Wilson Verity, Georg Brandes, G.B. Harrison, William James Rolfe","=""""","=""""",0,3.78,Washington Square Press,Mass Market Paperback,218,2004,1611,2013/03/10,2013/02/12,,,read,,,,1,0
313765,A Guide for the Perplexed,Ernst F. Schumacher,"Schumacher, Ernst F.",,"=""0060906111""","=""9780060906115""",5,3.97,Harper Perennial,Paperback,160,1978,1977,,2013/02/17,,,read,,,,1,0
3382380,The Last Superstition: A Refutation of the New Atheism,Edward Feser,"Feser, Edward",,"=""1587314517""","=""9781587314513""",3,4.28,St. Augustine's Press,Hardcover,312,2008,2008,,2013/02/17,,,read,"If you want to understand the classical philosophical framework that much of traditional Christian theology is based on, this book does a great job of explaining it. Ed Feser is a Thomistic philosophy professor who really knows how to make complex concepts make sense in a concrete way. This might be the most accessible overview of classical and Scholastic philosophy I've ever read. I'd love to give it 5 stars.<br/><br/>Sadly, I can't. Feser spends too much time making snide comments about the purveyors of ""New Atheism"". They mostly deserve it and its often amusing to me to see a good BURN! against an ideological opponent. But by stooping to that level, the book becomes an exercise in preaching to the choir. The people who I'd like to recommend the book to and would be most likely to benefit from it would likely be turned off by the aggressive tone.<br/><br/>I wish Dr. Feser had taken Aquinas's cool-headed tone along with his philosophical framework.",,,1,0
100933,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",5,3.92,HarperCollins Publishers,Paperback,534,2005,1945,,2013/02/17,,,read,,,,1,0
79428,The Abolition of Man,C.S. Lewis,"Lewis, C.S.",,"=""0060652942""","=""9780060652944""",5,4.12,HarperOne,Paperback,113,2015,1943,,2013/02/17,,,read,,,,1,0
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",4,4.01,HarperCollins,Paperback,288,2005,1943,,2013/02/17,,,read,,,,1,0
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,"=""160096527X""","=""9781600965272""",5,4.19,Waking Lion Press,Paperback,168,2007,1908,2013/02/16,2013/02/16,,,read,,,,1,0
25350,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",4,3.93,HarperCollins,Paperback,160,2005,1938,,2013/02/17,,,read,,,,1,0
1254680,The Place Within: The Poetry of Pope John Paul II,Pope John Paul II,"II, Pope John Paul",,"=""0679760644""","=""9780679760641""",0,4.40,Random House Publishing Group,Paperback,208,1994,2003,,2013/02/17,,,read,,,,1,0
653001,The Hound of the Baskervilles,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0486282147""","=""9780486282145""",0,4.13,Dover Publications,Paperback,124,1994,1902,,2013/02/17,,,read,,,,1,0
554286,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",Peter Sís,"=""061815082X""","=""9780618150823""",0,4.29,Clarion Books,Paperback,330,2001,1937,,2013/02/17,,,read,,,,1,0
174853,Favorite Father Brown Stories,G.K. Chesterton,"Chesterton, G.K.",,"=""0486275450""","=""9780486275451""",0,3.64,Dover Publications,Paperback,96,1993,1935,,2013/02/17,,,read,,,,1,0
8136687,Send Out Your Spirit: A Confirmation Candidate's Handbook for Faith,Michael Amodei,"Amodei, Michael",,"=""1594712255""","=""9781594712258""",3,4.00,Ave Maria Pr,Paperback,244,2010,2010,,2013/02/13,,,read,"A good overview of the Catholic faith for high school aged students. The topic is obviously too broad to go into much depth on any one thing in particular, but the content is good for the level it's at. A HUGE improvement over the previous edition.",,,1,0
